-8.520405443229053799e-02	-6.052192277913321511e-02	1.072203474784056532e+00	-4.939037406519831142e-01	7.041459192486922980e-01	3.435628511164215970e-01	-5.250113224064720807e-01	2.150589193816266897e-01	-1.945220853854982890e+00	1.192505944956988806e+00
-6.566594382688787368e-01	8.865185426617420150e-01	-4.476985121404110091e-01	7.017336280407259208e-01	-1.033983429758177586e+00	-1.016415671425968448e+00	-1.002394502408062493e+00	-1.594120695647599072e-03	8.226155110664632453e-01	-2.412955633272936495e+00
6.815644996086648311e-01	-1.082903452257386601e+00	-5.404777861643984549e-01	1.678184223896825422e+00	-3.915369159186596337e-01	-1.043747059901483532e+00	4.581135264672741014e-01	5.525679681134832572e-02	-1.232341445753092346e+00	5.382584775203542726e-01
-2.791484588714123194e-01	-5.940237556370919075e-02	2.470834856839968646e-02	-2.539758232889293699e-01	-3.413410224051466879e-01	-5.164333592767731407e-01	-2.880082028149594242e-01	-8.289181702311717581e-01	-8.716904728507991473e-01	-4.918339293687159497e-01
3.994495067204107963e-01	1.164822642894123073e+00	4.281822455284138573e-02	1.040123976267807393e+00	1.797212103270829475e+00	-1.383574421939358645e+00	-5.479919045421797197e-01	-3.904297095458647560e-01	-6.628259473679460889e-01	-1.395379388955758859e+00
2.652410038343491205e-01	-1.090262709274501196e+00	-3.054910691160024616e-02	6.155956789705836485e-01	-1.010998929261541113e+00	-1.022151574211299874e+00	5.871631025342945176e-02	-6.817216514897656010e-01	-8.288104989129582156e-01	7.255579263483258323e-01
-2.755739087237538687e-01	-9.067599309916609673e-01	-3.890591393599828196e-01	4.864187134631716147e-01	-1.650870336029943486e+00	-1.037316238209739394e+00	1.640472694522553121e-01	-3.176539888952710777e-01	7.997646409437071391e-01	1.369876944826227572e+00
9.916894886759741734e-01	1.009038050301003242e+00	1.621257020963398521e+00	-1.875181628589322802e+00	-6.085779981750804035e-01	-9.192829673230874521e-01	-1.358042220922249577e+00	-1.598274222461419369e-01	-1.277269847930529556e+00	1.345682535657440893e-01
7.345902822461440884e-01	-1.469992975772283827e+00	-1.534239153576467396e-01	7.611075285617097119e-01	-7.693449532356534393e-01	-6.793402444116932726e-01	-1.159545337679955823e+00	-1.223332436992286693e-01	9.503039678776447063e-01	8.215364289227385930e-01
-8.653765192460385336e-01	-7.829344157582193708e-02	-7.756931565625941882e-01	5.788344582899979107e-01	2.120569351722307316e-01	1.755725010770579519e+00	-1.615343883193221419e+00	-6.220863957518549814e-01	-5.291884371264700127e-01	5.058243704967363419e-01
